"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3100000","3100000-104-1981-05392","19810827","","03","폐업","02","폐업","19981111","","","","02 9726497","65.55","139818","서울특별시 노원구 상계동 389-686번지 ","","","솔다방","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206174.83708097     ","461825.502534875    ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","65.55","","",""
"3100000","3100000-104-1981-05404","19810611","","03","폐업","02","폐업","20060605","","","","02 9723927","79.38","139808","서울특별시 노원구 공릉동 661-2번지 ","","","희","1999-04-26 00:00:00","I","2018-08-31 23:59:59.0","다방","206753.321785538    ","457391.310841711    ","다방","0","2","주택가주변","갑","상수도전용","","","","","","","","","N","79.38","","",""
"3100000","3100000-104-1981-05409","19810415","","03","폐업","02","폐업","20071231","","","","02 9721727","161.16","139240","서울특별시 노원구 공릉동 597-34번지 ","","","열애다방","2000-11-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206492.089950134    ","457601.620835266    ","다방","0","1","주택가주변","기타","상수도전용","","","","","","","","","N","161.16","","",""
"3100000","3100000-104-1981-05421","19810214","","03","폐업","02","폐업","20050420","","","","02 9726496","49.89","139818","서울특별시 노원구 상계동 389-25번지 ","","","그린커피","2004-01-09 00:00:00","I","2018-08-31 23:59:59.0","다방","206086.278723197    ","461899.505720812    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","49.89","","",""
"3100000","3100000-104-1981-05425","19810423","","03","폐업","02","폐업","20150420","","","","0209762756","68.18","139810","서울특별시 노원구 상계동 95-31번지 ","서울특별시 노원구 덕릉로 756 (상계동)","01648","솔","2015-04-20 09:13:27","I","2018-08-31 23:59:59.0","다방","206741.062834877    ","462491.12502543     ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","68.18","","",""
"3100000","3100000-104-1981-05444","19810110","","03","폐업","02","폐업","19981127","","","","02 9171213","106.69","139846","서울특별시 노원구 월계동 410-7번지 ","","","석","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205287.683549894    ","457833.667655465    ","다방","0","3","기타","지도","상수도전용","","","","","","","","","N","106.69","","",""
"3100000","3100000-104-1981-05460","19811211","","03","폐업","02","폐업","20040506","","","","02 9368040","66.33","139810","서울특별시 노원구 상계동 76-9번지 ","","","종점다방","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","207039.5732229      ","462992.91984999     ","다방","1","0","주택가주변","을","상수도전용","","","","","","","","","N","66.33","","",""
"3100000","3100000-104-1981-05528","19810607","","03","폐업","02","폐업","19950923","","","","02 9723005","66.42","139804","서울특별시 노원구 공릉동 420-2번지 ","","","목화","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206918.939595228    ","458317.423098869    ","다방","0","0","주택가주변","지도","상수도전용","","","","","","","","","N","66.42","","",""
"3100000","3100000-104-1982-05203","19821113","","03","폐업","02","폐업","19981013","","","","02 9763516","28.20","139818","서울특별시 노원구 상계동 389-570번지 ","","","콜롬비아제과","1999-12-08 00:00:00","I","2018-08-31 23:59:59.0","과자점","206009.396670072    ","461827.077214261    ","과자점","1","1","주택가주변","갑","상수도전용","","","","","","","","","N","28.2","","",""
"3100000","3100000-104-1982-05377","19821025","","03","폐업","02","폐업","19931021","","","","02 9723537","131.68","139240","서울특별시 노원구 공릉동 494-11번지 ","","","동양","1999-05-28 00:00:00","I","2018-08-31 23:59:59.0","다방","206407.203479638    ","457897.082234496    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","131.68","","",""
"3100000","3100000-104-1982-05378","19820118","","03","폐업","02","폐업","19940122","","","","02 9768126","106.24","139815","서울특별시 노원구 상계동 169-129번지 ","","","준","1999-05-28 00:00:00","I","2018-08-31 23:59:59.0","다방","206290.310829707    ","462189.511211766    ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","106.24","","",""
"3100000","3100000-104-1982-05388","19820318","","03","폐업","02","폐업","20040130","","","","02 9737766","81.28","139808","서울특별시 노원구 공릉동 661-3번지 ","","","약속 다방","2001-07-03 00:00:00","I","2018-08-31 23:59:59.0","다방","206762.466285602    ","457382.53848335     ","다방","0","3","주택가주변","갑","상수도전용","","","","","","","","","N","81.28","","",""
"3100000","3100000-104-1982-05402","19821125","","03","폐업","02","폐업","20011012","","","","02 9727779","141.87","139808","서울특별시 노원구 공릉동 661-11번지 ","","","봉","1999-04-26 00:00:00","I","2018-08-31 23:59:59.0","다방","206841.762398158    ","457391.995284835    ","다방","0","2","주택가주변","을","상수도전용","","","","","","","","","N","141.87","","",""
"3100000","3100000-104-1982-05403","19820407","","03","폐업","02","폐업","19970731","","","","02 9736076","84.08","139808","서울특별시 노원구 공릉동 661-9번지 ","","","초원다방","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206826.453496473    ","457382.850501955    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","84.08","","",""
"3100000","3100000-104-1982-05405","19821103","","03","폐업","02","폐업","20080521","","","","02 9720084","54.94","139808","서울특별시 노원구 공릉동 670-12번지 ","","","챔피온커피숍","2007-07-12 09:52:24","I","2018-08-31 23:59:59.0","다방","206715.831602106    ","457392.782573986    ","다방","0","3","주택가주변","갑","상수도전용","","","","","","","","","N","54.94","","",""
"3100000","3100000-104-1982-05446","19820626","","03","폐업","02","폐업","20020611","","","","02 9726143","86.90","139840","서울특별시 노원구 월계동 21-23번지 ","","","화신","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205695.200710669    ","457182.860460769    ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","86.9","","",""
"3100000","3100000-104-1982-06506","19821204","","03","폐업","02","폐업","19970421","","","","02 9373595","30.39","139810","서울특별시 노원구 상계동 76-9번지 ","","","피노키오제과점","1999-12-08 00:00:00","I","2018-08-31 23:59:59.0","과자점","207039.5732229      ","462992.91984999     ","과자점","1","1","주택가주변","갑","상수도전용","","","","","","","","","N","30.39","","",""
"3100000","3100000-104-1983-05174","19831006","","03","폐업","02","폐업","19981231","","","","02 9740949","35.15","139801","서울특별시 노원구 공릉동 362-4번지 ","","","풍년제과","1999-12-08 00:00:00","I","2018-08-31 23:59:59.0","과자점","206290.188557099    ","458421.215939986    ","과자점","1","1","주택가주변","갑","상수도전용","","","","","","","","","N","35.15","","",""
"3100000","3100000-104-1983-05379","19831107","","03","폐업","02","폐업","19930909","","","","0209722547","109.73","139816","서울특별시 노원구 상계동 387-225번지 ","","","청자","1999-05-27 00:00:00","I","2018-08-31 23:59:59.0","다방","206222.212321928    ","461745.789972494    ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","109.73","","",""
"3100000","3100000-104-1983-05391","19830725","","03","폐업","02","폐업","20040309","","","","02 9729967","93.63","139800","서울특별시 노원구 공릉동 238-48번지 ","","","별다방","2003-10-02 00:00:00","I","2018-08-31 23:59:59.0","다방","206953.775564133    ","457856.976031993    ","다방","0","1","주택가주변","을","상수도전용","","","","","","","","","N","93.63","","",""
"3100000","3100000-104-1983-05411","19831214","","03","폐업","02","폐업","20061031","","","","02 9480240","106.40","139240","서울특별시 노원구 공릉동 577-17번지 ","","","진다방","2003-05-21 00:00:00","I","2018-08-31 23:59:59.0","다방","206539.812822548    ","457721.245351089    ","다방","0","2","주택가주변","을","상수도전용","","","","","","","","","N","106.4","","",""
"3100000","3100000-104-1983-05433","19831202","","03","폐업","02","폐업","19960604","","","","02   00000","72.54","139815","서울특별시 노원구 상계동 169-389번지 ","","","맥심","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206203.800225367    ","461835.151649246    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","72.54","","",""
"3100000","3100000-104-1983-05437","19830912","","03","폐업","02","폐업","19960704","","","","02 9038687","54.00","139838","서울특별시 노원구 상계동 1141-12번지 ","","","사랑","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","204611.90257177     ","464007.070100909    ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","54","","",""
"3100000","3100000-104-1983-05461","19831028","","03","폐업","02","폐업","20021231","","","","0293608513","89.63","139810","서울특별시 노원구 상계동 96-7번지 ","","","서울다방","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206826.218149718    ","462649.461794572    ","다방","","","주택가주변","자율","상수도전용","","","","","","","","","N","89.63","","",""
"3100000","3100000-104-1984-05176","19840424","","03","폐업","02","폐업","20010709","","","","02 9752047","24.48","139808","서울특별시 노원구 공릉동 644-17번지 ","","","골드베이커리","2001-07-14 00:00:00","I","2018-08-31 23:59:59.0","과자점","206837.916780035    ","457480.518561301    ","과자점","1","1","주택가주변","자율","상수도전용","","","","","","","","","N","24.48","","",""
"3100000","3100000-104-1984-05401","19840713","","03","폐업","02","폐업","19970725","","","","02 9729113","109.89","139808","서울특별시 노원구 공릉동 633-15번지 ","","","서울","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206801.874265425    ","457447.793737463    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","109.89","","",""
"3100000","3100000-104-1984-05415","19840229","","03","폐업","02","폐업","20041228","","","","02 9760696","51.00","139801","서울특별시 노원구 공릉동 362-4번지 ","","","귀빈다방","2002-06-26 00:00:00","I","2018-08-31 23:59:59.0","다방","206290.188557099    ","458421.215939986    ","다방","0","2","주택가주변","을","상수도전용","","","","","","","","","N","51","","",""
"3100000","3100000-104-1984-05422","19841119","","03","폐업","02","폐업","20101103","","","","02 9737229","62.16","139813","서울특별시 노원구 상계동 156-136번지 ","","","수정커피숍","2005-04-08 00:00:00","I","2018-08-31 23:59:59.0","다방","206378.299425118    ","462289.376022707    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","62.16","","",""
"3100000","3100000-104-1984-05427","19840328","","03","폐업","02","폐업","20060502","","","","02","71.50","139810","서울특별시 노원구 상계동 91-14번지 지하1층 ","","","향다방","2001-08-28 00:00:00","I","2018-08-31 23:59:59.0","다방","206722.339370046    ","462534.650009168    ","다방","0","2","주택가주변","을","상수도전용","","","","","","","","","N","71.5","","",""
"3100000","3100000-104-1984-05435","19841024","","03","폐업","02","폐업","20041228","","","","02 9378520","80.18","139816","서울특별시 노원구 상계동 366-5번지 ","","","우성다방","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","2","주택가주변","을","상수도전용","","","","","","","","","N","80.18","","",""
"3100000","3100000-104-1984-05442","19841013","","03","폐업","02","폐업","19990329","","","","02 9021771","92.13","139837","서울특별시 노원구 상계동 1027-3번지 ","","","대성","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","204804.652597032    ","463393.882849507    ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","92.13","","",""
"3100000","3100000-104-1984-05445","19840928","","03","폐업","02","폐업","20100818","","","","02 9135333","102.51","139846","서울특별시 노원구 월계동 411-53번지 ","","","광장","2010-03-04 09:18:51","I","2018-08-31 23:59:59.0","다방","205332.336693036    ","457838.088858124    ","다방","0","3","기타","갑","상수도전용","","","","","","","","","N","102.51","","",""
"3100000","3100000-104-1984-05477","19840730","","03","폐업","02","폐업","19991223","","","","0200000000","118.72","139818","서울특별시 노원구 상계동 389-428번지 ","","","대호","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205876.267294969    ","461867.483284757    ","다방","0","3","주택가주변","기타","상수도전용","","","","","","","","","N","118.72","","",""
"3100000","3100000-104-1985-05170","19851217","","03","폐업","02","폐업","20030304","","","","02 9770559","45.94","139808","서울특별시 노원구 공릉동 617-1번지 ","","","몽프르니에과자점","1999-12-08 00:00:00","I","2018-08-31 23:59:59.0","과자점","206576.335493559    ","457497.703199985    ","과자점","","","주택가주변","갑","상수도전용","","","","","","","","","N","45.94","","",""
"3100000","3100000-104-1985-05179","19850509","","03","폐업","02","폐업","20020718","","","","02 9720392","47.70","139240","서울특별시 노원구 공릉동 494-11번지 ","","","신라방제과","1999-12-08 00:00:00","I","2018-08-31 23:59:59.0","과자점","206407.203479638    ","457897.082234496    ","과자점","","","주택가주변","자율","상수도전용","","","","","","","","","N","47.7","","",""
"3100000","3100000-104-1985-05186","19850207","","03","폐업","02","폐업","19960829","","","","02 9123904","45.33","139846","서울특별시 노원구 월계동 411-53번지 성북빌딩 1층동 4호","","","고려당성북역분점","1999-12-08 00:00:00","I","2018-08-31 23:59:59.0","과자점","205332.336693036    ","457838.088858124    ","과자점","","2","주택가주변","갑","상수도전용","","","","","","","","","N","45.33","","",""
"3100000","3100000-104-1985-05383","19851116","","03","폐업","02","폐업","20020509","","","","02 9164649","72.30","139846","서울특별시 노원구 월계동 435-11번지 ","","","동신","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205460.738632034    ","457153.151193291    ","다방","0","3","아파트지역","을","상수도전용","","","","","","","","","N","72.3","","",""
"3100000","3100000-104-1985-05385","19850930","","03","폐업","02","폐업","20051229","","","","02 9784600","64.87","139240","서울특별시 노원구 공릉동 596-11번지 지하1층 ","","","향원","2001-09-22 00:00:00","I","2018-08-31 23:59:59.0","다방","206564.012125205    ","457519.286421502    ","다방","0","2","주택가주변","을","상수도전용","","","","","","","","","N","64.87","","",""
"3100000","3100000-104-1985-05396","19851031","","03","폐업","02","폐업","19950815","","","","02 9732211","67.24","139816","서울특별시 노원구 상계동 341-9번지 ","","","노원","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205612.882239966    ","461530.517815406    ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","67.24","","",""
"3100000","3100000-104-1985-05408","19850131","","03","폐업","02","폐업","19980824","","","","02 9763553","105.15","139808","서울특별시 노원구 공릉동 617-2번지 ","","","수다방","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206581.568884968    ","457478.257030328    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","105.15","","",""
"3100000","3100000-104-1985-05417","19850311","","03","폐업","02","폐업","20021231","","","","0209721373","75.24","139815","서울특별시 노원구 상계동 169-130번지 ","","","왕실다방","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206296.823698234    ","462163.266336406    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","75.24","","",""
"3100000","3100000-104-1985-05430","19850730","","03","폐업","02","폐업","19980529","","","","02   00000","99.00","139810","서울특별시 노원구 상계동 101-37번지 ","","","일","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206794.713591179    ","462685.175055153    ","다방","0","2","주택가주변","을","상수도전용","","","","","","","","","N","99","","",""
"3100000","3100000-104-1985-05441","19850105","","03","폐업","02","폐업","19980225","","","","02 9027800","130.71","139837","서울특별시 노원구 상계동 1023-511번지 ","","","유성","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","130.71","","",""
"3100000","3100000-104-1985-05443","19850617","","03","폐업","02","폐업","20081124","","","","02 9929769","28.00","139050","서울특별시 노원구 월계동 271-17번지 ","","","명다방","2007-07-16 15:29:18","I","2018-08-31 23:59:59.0","다방","","","다방","0","3","기타","을","상수도전용","","","","","","","","","N","28","","",""
"3100000","3100000-104-1985-05466","19850307","","03","폐업","02","폐업","19980113","","","","0209751193","109.00","139240","서울특별시 노원구 공릉동 597-35번지 ","","","육교","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206508.806967614    ","457533.477724525    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","109","","",""
"3100000","3100000-104-1986-05190","19860419","","03","폐업","02","폐업","20000601","","","","02 9369909","22.80","139810","서울특별시 노원구 상계동 72-95번지 ","","","케익나라","2000-06-15 00:00:00","I","2018-08-31 23:59:59.0","과자점","207098.84446419     ","463075.632667574    ","과자점","1","1","주택가주변","자율","상수도전용","","","","","","","","","N","22.8","","",""
"3100000","3100000-104-1986-05191","19860607","","03","폐업","02","폐업","19970127","","","","02 9724861","20.80","139816","서울특별시 노원구 상계동 179-2번지 ","","","새부래옥제과","1999-12-08 00:00:00","I","2018-08-31 23:59:59.0","과자점","206096.363908243    ","461515.488463154    ","과자점","1","1","주택가주변","갑","상수도전용","","","","","","","","","N","20.8","","",""
"3100000","3100000-104-1986-05393","19860421","","03","폐업","02","폐업","20001202","","","","02 9363336","84.35","139814","서울특별시 노원구 상계동 140-110번지 ","","","미소","2000-12-05 00:00:00","I","2018-08-31 23:59:59.0","다방","206545.047710262    ","462414.769692094    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","84.35","","",""
"3100000","3100000-104-1986-05394","19861216","","03","폐업","02","폐업","20030307","","","","0233923607","61.12","139813","서울특별시 노원구 상계동 167-20번지 지하1층 ","","","혜성다방","2002-09-24 00:00:00","I","2018-08-31 23:59:59.0","다방","206034.738243629    ","462284.754911603    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","61.12","","",""
"3100000","3100000-104-1986-05410","19860823","","03","폐업","02","폐업","20060725","","","","02 9729625","86.87","139240","서울특별시 노원구 공릉동 577-10번지 ","","","신은행다방","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206535.279141227    ","457655.632013196    ","다방","0","2","주택가주변","갑","상수도전용","","","","","","","","","N","86.87","","",""
"3100000","3100000-104-1986-05414","19860324","","03","폐업","02","폐업","20040624","","","","02 9764568","45.29","139801","서울특별시 노원구 공릉동 323-10번지 ","","","개인","1999-12-13 00:00:00","I","2018-08-31 23:59:59.0","다방","206263.33           ","458358.905          ","다방","0","2","주택가주변","갑","상수도전용","","","","","","","","","N","45.29","","",""
"3100000","3100000-104-1986-05418","19861223","","03","폐업","02","폐업","20050929","","","","02 9391418","96.00","139815","서울특별시 노원구 상계동 169-489번지 ","","","상계다방","2000-03-17 00:00:00","I","2018-08-31 23:59:59.0","다방","206202.140564451    ","462061.564495654    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","96","","",""
"3100000","3100000-104-1986-05419","19860812","","03","폐업","02","폐업","19930921","","","","0200000000","105.70","139816","서울특별시 노원구 상계동 349-24번지 ","","","사계절","1999-05-31 00:00:00","I","2018-08-31 23:59:59.0","다방","205716.03771361     ","461584.779710655    ","다방","0","1","주택가주변","기타","상수도전용","","","","","","","","","N","105.7","","",""
"3100000","3100000-104-1986-05424","19860310","","03","폐업","02","폐업","19960205","","","","02 9365511","89.00","139810","서울특별시 노원구 상계동 95-180번지 ","","","대림","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206687.495322793    ","462388.222892106    ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","89","","",""
"3100000","3100000-104-1986-05432","19860502","","03","폐업","02","폐업","20021202","","","","02 9737292","108.00","139816","서울특별시 노원구 상계동 341-6번지 ","","","양지다방","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","","","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","108","","",""
"3100000","3100000-104-1986-05436","19860915","","03","폐업","02","폐업","20200403","","","","02 9388536","52.14","139838","서울특별시 노원구 상계동 1139-2번지 지하1층 ","서울특별시 노원구 동일로243길 29 (상계동,지하1층)","01605","넝쿨","2020-04-03 11:23:26","U","2020-04-05 02:40:00.0","다방","204639.661195599    ","464003.782684071    ","다방","0","2","주택가주변","을","상수도전용","","","","","","","","","N","52.14","","",""
"3100000","3100000-104-1986-05469","19860226","","03","폐업","02","폐업","20060808","","","","02 9361220","93.79","139809","서울특별시 노원구 상계동 49-1번지 ","","","영커피숍","2003-01-28 00:00:00","I","2018-08-31 23:59:59.0","다방","207247.953318896    ","463219.230746343    ","다방","0","0","주택가주변","갑","상수도전용","","","","","","","","","N","93.79","","",""
"3100000","3100000-104-1987-05187","19871224","","03","폐업","02","폐업","20040204","","","","02 9190055","62.70","139841","서울특별시 노원구 월계동 47-13번지 ","","","케익하우스 빠나미","2002-05-28 00:00:00","I","2018-08-31 23:59:59.0","과자점","205656.851247783    ","456990.07335337     ","과자점","","","기타","갑","상수도전용","","","","","","","","","N","62.7","","",""
"3100000","3100000-104-1987-05188","19871016","","03","폐업","02","폐업","20010306","","","","02 9780561","24.14","139821","서울특별시 노원구 상계동 602-18번지 ","","","셀로나제과점","2001-03-08 00:00:00","I","2018-08-31 23:59:59.0","과자점","205418.274134728    ","461589.225900283    ","과자점","","","아파트지역","지도","상수도전용","","","","","","","","","N","24.14","","",""
"3100000","3100000-104-1987-05211","19871224","","03","폐업","02","폐업","19940620","","","","0209190055","62.70","139841","서울특별시 노원구 월계동 47-13번지 ","","","고려당(석계역분점)","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","205656.851247783    ","456990.07335337     ","과자점","1","0","기타","지도","상수도전용","","","","","","","","","N","62.7","","",""
"3100000","3100000-104-1987-05249","19871221","","03","폐업","02","폐업","19971124","","","","02 9773535","37.40","139821","서울특별시 노원구 상계동 602-3번지 ","","","고려당분점","1999-12-09 00:00:00","I","2018-08-31 23:59:59.0","과자점","205420.745734828    ","461559.290918189    ","과자점","","","아파트지역","갑","상수도전용","","","","","","","","","N","37.4","","",""
"3100000","3100000-104-1987-05380","19870401","","03","폐업","02","폐업","19940308","","","","02 9041885","98.15","139838","서울특별시 노원구 상계동 1132-2번지 ","","","궁전","1999-05-27 00:00:00","I","2018-08-31 23:59:59.0","다방","204841.00823518     ","463866.419009316    ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","98.15","","",""
"3100000","3100000-104-1987-05400","19870630","","03","폐업","02","폐업","19970714","","","","02 9794405","49.88","139804","서울특별시 노원구 공릉동 441-97번지 ","","","원자","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206892.43994162     ","458279.252304743    ","다방","0","2","주택가주변","지도","상수도전용","","","","","","","","","N","49.88","","",""
"3100000","3100000-104-1987-05412","19870912","","03","폐업","02","폐업","20080415","","","","02  979 3340","92.40","139240","서울특별시 노원구 공릉동 517-34번지 지하1층 ","","","밀물","2007-11-22 10:00:03","I","2018-08-31 23:59:59.0","다방","206473.041692651    ","457870.501353957    ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","92.4","","",""
"3100000","3100000-104-1987-05420","19871126","","03","폐업","02","폐업","20020902","","","","02 9367676","95.46","139816","서울특별시 노원구 상계동 353-1번지 ","","","잉꼬다방","1999-12-28 00:00:00","I","2018-08-31 23:59:59.0","다방","205567.856692563    ","461604.73957356     ","다방","0","3","주택가주변","을","상수도전용","","","","","","","","","N","95.46","","",""
"3100000","3100000-104-1987-05431","19871121","","03","폐업","02","폐업","19970122","","","","02 9787744","114.68","139821","서울특별시 노원구 상계동 602-3번지 ","","","마리커피숍","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205420.745734828    ","461559.290918189    ","다방","0","3","주택가주변","지도","상수도전용","","","","","","","","","N","114.68","","",""
